id,Job Title,Extracted Skills
822,PHP Developer,"agile, api, apis, aws, bootstrap, communication, java, javascript, jquery, perl, php, r, scala, sql"
823,Node js developer,"ai, amazon web services, angular, aws, css, express, git, go, html, java, javascript, linux, microservices, ml, mongodb, mysql, node.js, power bi, powershell, python, r, react, reactjs, scala, security, sql, unit testing, vue, web3, webpack, websocket"
824,Software Engineer,"agile, ai, amazon web services, api, architecture, automation testing, communication, data analysis, data engineering, data pipeline, data visualization, data warehouse, dl, go, illustrator, integration testing, java, oop, power bi, powershell, pytest, r, rust, selenium, sql, sql server, unit testing, web3, webpack, websocket"
825,Software Engineer,"ai, amazon web services, data analysis, data engineering, data pipeline, data visualization, data warehouse, erp, git, go, illustrator, natural language processing, networking, neural networks, power bi, powershell, problem solving, python, r, rest, rust, security, solid, tcp/ip, teamwork, transformers, web3, webpack, websocket"
826,Software Engineer,"ai, amazon web services, api, cassandra, docker, go, java, kafka, kubernetes, microservices, mongodb, mysql, nosql, objective-c, postgres, postgresql, r, rest, restful, scala, scikit-learn, security, spring, sql"
827,PHP Developer,"ai, amazon web services, api, apis, aws, css, design patterns, git, html, java, javascript, laravel, ml, mysql, php, power bi, powershell, r, rest, restful, sql, web3, webpack, websocket"
828,Network Administrator,"ai, amazon web services, go, microservices, r, sap, security"
829,Database Administrator,"ai, r"
830,Network Administrator,"ai, amazon web services, communication, go, http, linux, networking, power bi, powershell, r, rest, salesforce, security, shell, web3, webpack, websocket"
831,Machine Learning,"ai, analytical, design patterns, dl, go, keras, machine learning, ml, mongodb, mysql, python, r, rest, spark, sql, system design"
832,Flutter Developer,"ai, amazon web services, analytical, android, api, apis, architecture, bitbucket, cassandra, communication, cybersecurity, data warehouse, dl, erp, firebase, flutter, git, github, github actions, gitlab, gitlab ci, go, graphql, illustrator, ios, junit, networking, neural networks, oop, power bi, powershell, r, rest, restful, rust, scala, scikit-learn, security, solid, solidity, sqlite, teamwork, unit testing, vite, web3, webpack, websocket"
833,Wordpress Developer,"ai, analytical, api, apis, bootstrap, css, erp, git, go, google cloud, html, http, https, java, javascript, jquery, json, ml, mysql, php, r, rest, restful, sql, svn, xml"
834,Flutter Developer,"amazon web services, android, dl, flutter, ios, power bi, powershell, r, react, web3, webpack, websocket"
835,Network Administrator,"ai, architecture, bitbucket, cybersecurity, git, github, github actions, gitlab, gitlab ci, junit, r, scikit-learn, security, solidity, sqlite, unit testing, vite"
836,JavaScript Developer,"ai, ajax, amazon web services, angular, angularjs, architecture, bitbucket, css, cybersecurity, data warehouse, design patterns, dl, erp, git, github, github actions, gitlab, gitlab ci, go, html, illustrator, java, javascript, junit, microservices, ml, r, react, reactjs, rust, sap, scala, scikit-learn, security, solidity, sqlite, swiftui, system design, unit testing, vite"
837,Database Administrator,"ai, communication, dl, r"
838,Node js developer,"ai, api, communication, css, go, html, java, javascript, json, ml, node.js, problem solving, r, react, react.js, rest, restful"
839,Django Developer,"ai, amazon web services, api, apis, aws, communication, data warehouse, django, git, github, go, html, illustrator, java, javascript, jira, ml, mongodb, mysql, objective-c, power bi, powershell, python, r, rest, restful, rust, scikit-learn, security, sql, teamwork, terraform, transformers, web3, webpack, websocket"
840,Backend Developer,".net, agile, ai, amazon web services, analytical, angular, apache, apache spark, architecture, artificial intelligence, asp.net, automation testing, bitbucket, blockchain, c#, c++, cassandra, chai, chef, ci/cd, circleci, clean code, communication, computer vision, confluence, couchdb, crm, css, cybersecurity, cypress, data analysis, data warehouse, design patterns, docker, elasticsearch, gcp, git, github, github actions, gitlab, gitlab ci, go, google cloud, grpc, html, huggingface, illustrator, integration testing, ionic, javascript, junit, machine learning, mercurial, microservices, ml, mocha, natural language processing, neural networks, node.js, nodejs, objective-c, opencv, oracle, power bi, powershell, pytorch, r, react, react native, react.js, reactjs, rest, restful, rust, salesforce, scala, scikit-learn, scipy, scrum, security, sketch, soap, solidity, spacy, sql, sql server, sqlite, statistics, system design, tcp/ip, teamwork, typescript, unit testing, vite, web3, webpack, websocket"
841,Node js developer,"ai, ajax, amazon web services, angular, communication, data warehouse, git, go, illustrator, java, javascript, jquery, mysql, networking, neural networks, node.js, nodejs, power bi, powershell, r, react, reactjs, rust, sql, teamwork, web3, webpack, websocket"
842,Machine Learning,"ai, amazon web services, analytical, apache, apache spark, aws, communication, data engineering, deep learning, dynamodb, go, hadoop, machine learning, matlab, ml, objective-c, oop, problem solving, python, pytorch, r, scikit-learn, spark, sql, statistics, tensorflow"
843,Software Engineer,"agile, amazon web services, automation testing, communication, data engineering, design patterns, ios, junit, microservices, objective-c, power bi, powershell, qa, r, rest, solid, swift, unit testing, web3, webpack, websocket"
844,Django Developer,"agile, ai, amazon web services, api, apis, aws, data warehouse, design patterns, django, git, go, http, https, illustrator, mysql, postgres, python, r, rest, restful, rust, security, solid, sql, system design"
846,iOS Developer,"ai, amazon web services, api, apis, dl, ios, json, r, rest, rest api, swift, swiftui"
847,Network Administrator,"adobe xd, ai, communication, go, hadoop, leadership, mariadb, r, sap"
848,Network Administrator,"amazon web services, data warehouse, dl, erp, ethereum, go, golang, http, https, illustrator, natural language processing, networking, neural networks, power bi, powershell, r, rust, security, web3, webpack, websocket"
849,JavaScript Developer,"amazon web services, analytical, c++, communication, css, data engineering, go, html, java, javascript, jquery, ml, nodejs, objective-c, power bi, powershell, problem solving, r, react, web3, webpack, websocket"
850,Node js developer,"java, r, spring"
851,Machine Learning,"agile, ai, amazon web services, apache, apache spark, architecture, artificial intelligence, aws, bitbucket, ci/cd, circleci, communication, cybersecurity, data analysis, data engineering, data pipeline, data visualization, data warehouse, devops, docker, erp, git, github, github actions, gitlab, gitlab ci, hadoop, illustrator, jenkins, jira, junit, kafka, keras, kubernetes, linux, machine learning, microservices, ml, natural language processing, networking, neural networks, oop, pandas, power bi, powershell, python, r, rest, rust, scikit-learn, scipy, security, solidity, spark, sqlite, teamwork, tensorflow, unit testing, vite, web3, webpack, websocket"
852,Software Engineer,"agile, ai, amazon web services, angular, api, apis, architecture, automation testing, communication, design patterns, dynamodb, erp, etl, go, integration testing, java, javascript, junit, mongodb, mysql, nodejs, nosql, postgres, postgresql, power bi, powershell, r, rest, scala, scrum, spring, sql, statistics, system design, unit testing, web3, webpack, websocket"
853,PHP Developer,".net, ai, amazon web services, analytical, automation testing, clean code, communication, css, go, html, integration testing, java, javascript, ml, php, power bi, powershell, pytest, python, r, scala, unit testing, web3, webpack, websocket"
854,Software Engineer,"agile, ai, amazon web services, architecture, bitbucket, cassandra, communication, css, cybersecurity, design patterns, dl, git, github, github actions, gitlab, gitlab ci, go, hadoop, html, ios, java, javascript, jest, junit, ml, mocha, mongodb, mysql, networking, neural networks, nosql, oop, oracle, postgres, postgresql, power bi, powershell, r, react, reactjs, scala, scikit-learn, security, solidity, sql, sql server, sqlite, system design, teamwork, uml, unit testing, vite, web3, webpack, websocket"
855,Wordpress Developer,"ai, amazon web services, architecture, bitbucket, communication, css, cybersecurity, design patterns, git, github, github actions, gitlab, gitlab ci, go, html, java, javascript, jquery, junit, ml, networking, neural networks, php, power bi, powershell, r, scikit-learn, security, solidity, sqlite, system design, teamwork, unit testing, vite, web3, webpack, websocket"
856,iOS Developer,"android, api, apis, clean code, communication, git, go, ios, java, javascript, junit, r, react, react native, rest, rest api, solid, unit testing"
857,Machine Learning,"ai, amazon web services, data analysis, data engineering, data pipeline, data visualization, data warehouse, machine learning, ml, power bi, powershell, r, statistics, web3, webpack, websocket"
858,Java Developer,"ai, amazon web services, angular, architecture, automation testing, communication, css, design patterns, django, express, git, go, html, java, javascript, jquery, microservices, ml, networking, neural networks, node.js, oauth, oop, python, r, react, scala, spring, springboot, system design, teamwork"
859,Flutter Developer,"android, firebase, flutter, go, ios, r, sap"
860,Flutter Developer,"ai, amazon web services, android, clean code, communication, firebase, flutter, ios, networking, neural networks, power bi, powershell, problem solving, r, rest, sql, teamwork, web3, webpack, websocket"
861,Software Engineer,"ai, amazon web services, architecture, data analysis, data engineering, data pipeline, data visualization, data warehouse, deep learning, design patterns, express, go, machine learning, natural language processing, power bi, powershell, r, rest, rust, system design, web3, webpack, websocket"
862,Node js developer,"angular, aws, express, express.js, go, java, javascript, json, mysql, node.js, nodejs, r, react, rest, restful, sql"
863,DevOps Engineer,"ai, ansible, architecture, artificial intelligence, bash, bitbucket, cassandra, ci/cd, circleci, clean code, communication, cybersecurity, devops, elasticsearch, git, github, github actions, gitlab, gitlab ci, go, golang, jenkins, junit, mongodb, natural language processing, python, r, scikit-learn, scipy, security, solidity, sqlite, unit testing, vite"
864,Machine Learning,"ai, amazon web services, api, apis, architecture, bitbucket, computer vision, cybersecurity, data analysis, data engineering, data pipeline, data visualization, data warehouse, deep learning, docker, git, github, github actions, gitlab, gitlab ci, go, junit, kubernetes, machine learning, ml, networking, neural networks, power bi, powershell, python, pytorch, r, rest, ruby, scikit-learn, security, solidity, sqlite, teamwork, tensorflow, unit testing, vite, web3, webpack, websocket"
866,Flutter Developer,"ai, amazon web services, android, flutter, go, ios, linux, machine learning, power bi, powershell, r, web3, webpack, websocket"
867,iOS Developer,"amazon web services, analytical, apache, apache spark, architecture, artificial intelligence, bitbucket, blockchain, c#, c++, cassandra, chai, chef, ci/cd, circleci, clean code, communication, computer vision, confluence, couchdb, crm, css, cybersecurity, cypress, docker, elasticsearch, gcp, github actions, gitlab ci, go, google cloud, grpc, huggingface, ionic, ios, javascript, machine learning, mercurial, microservices, mocha, natural language processing, networking, neural networks, objective-c, oop, opencv, oracle, problem solving, pytorch, r, react, react native, react.js, reactjs, salesforce, scala, scikit-learn, scipy, scrum, security, sketch, spacy, statistics, swift, tcp/ip, teamwork, typescript, webpack, websocket"
868,PHP Developer,"ai, api, apis, data analysis, design patterns, html, java, javascript, jquery, laravel, leadership, ml, oop, perl, php, r, system design, vue, vue.js"
869,Wordpress Developer,"ai, bootstrap, css, html, illustrator, java, javascript, jquery, ml, photoshop, r"
870,Backend Developer,"agile, ai, amazon web services, api, apis, communication, css, design patterns, dl, git, go, html, java, javascript, json, ml, power bi, powershell, problem solving, r, rails, rest, ruby, ruby on rails, scala, solid, web3, webpack, websocket"
871,Network Administrator,"ai, analytical, api, azure, cassandra, communication, design patterns, dl, erp, go, google cloud, integration testing, ml, networking, neural networks, oauth, oracle, r, salesforce, sap, scala, security, teamwork"
872,Software Engineer,"agile, ai, amazon web services, architecture, aws, communication, design patterns, devops, go, java, r, rest, scala, scrum, soap, solid, spring, web3, webpack, websocket"
873,Backend Developer,".net, agile, ai, amazon web services, analytical, apache, apache spark, api, architecture, artificial intelligence, asp.net, automation testing, bitbucket, blockchain, c#, c++, cassandra, chai, chef, ci/cd, circleci, clean code, communication, computer vision, confluence, couchdb, crm, css, cybersecurity, cypress, data warehouse, design patterns, dl, docker, elasticsearch, gcp, git, github, github actions, gitlab, gitlab ci, go, google cloud, grpc, huggingface, illustrator, integration testing, ionic, java, javascript, junit, less, machine learning, mercurial, microservices, mocha, mongodb, natural language processing, nosql, objective-c, opencv, oracle, power bi, powershell, pytest, python, pytorch, r, react, react native, react.js, reactjs, rest, restful, rust, salesforce, scala, scikit-learn, scipy, scrum, security, shell, sketch, solidity, spacy, sql, sqlite, statistics, system design, tcp/ip, typescript, unit testing, vite, web3, webpack, websocket"
875,Full Stack Developer,"agile, ai, ajax, analytical, angular, angularjs, api, architecture, automation testing, azure, bitbucket, communication, computer vision, confluence, couchdb, css, cybersecurity, data visualization, data warehouse, erp, ethereum, flutter, github, github actions, go, google cloud, html, http, huggingface, illustrator, java, javascript, jquery, junit, kubernetes, less, linux, lua, mercurial, ml, natural language processing, neural networks, numpy, nuxt, oauth, puppet, r, restful, ruby, ruby on rails, rust, sap, scrum, security, selenium, spring, swiftui, tableau, uml, unit testing, unix, vue, vue.js, vuejs"
876,DevOps Engineer,"agile, ai, amazon web services, ansible, apache, api, architecture, automation testing, aws, azure, bash, chef, communication, design patterns, devops, dl, docker, erp, gcp, git, gitlab, go, google cloud, http, ios, java, jenkins, kafka, kubernetes, linux, microservices, natural language processing, networking, nginx, nosql, perl, puppet, python, r, scala, scrum, shell, sql, svn, system design, terraform, unix, vagrant"
877,Wordpress Developer,"ai, amazon web services, apache, api, apis, communication, css, dl, erp, git, go, html, java, javascript, jquery, less, ml, mysql, networking, neural networks, nginx, php, power bi, powershell, r, react, rest, sql, svn, teamwork, vue, web3, webpack, websocket"
878,Flutter Developer,"ai, amazon web services, android, api, apis, blockchain, clean code, computer vision, dart, dl, firebase, flutter, git, github, go, google cloud, ios, mercurial, postgres, postgresql, power bi, powershell, r, rest, rest api, restful, svn, swiftui, web3, webpack, websocket"
879,DevOps Engineer,"ai, amazon web services, artificial intelligence, automation testing, chef, ci/cd, circleci, clean code, communication, confluence, devops, dl, erp, git, gitlab ci, go, integration testing, jenkins, jira, linux, networking, perl, power bi, powershell, puppet, python, qa, r, scikit-learn, scipy, shell, unit testing, unix, web3, webpack, websocket"
880,Software Engineer,"agile, ai, amazon web services, architecture, c++, communication, design patterns, dl, go, http, https, java, linux, perl, power bi, powershell, problem solving, r, system design, unix, web3, webpack, websocket"
881,Software Engineer,"css, git, go, html, java, javascript, ml, r, swiftui"
882,Software Engineer,"neural networks, r"
883,Software Engineer,"ai, amazon web services, analytical, api, architecture, azure, bitbucket, clean code, communication, cybersecurity, data warehouse, design patterns, erp, git, github, github actions, gitlab, gitlab ci, go, http, illustrator, java, javascript, json, junit, kafka, ml, networking, neural networks, nodejs, objective-c, power bi, powershell, python, r, rest, rest api, rust, scala, scikit-learn, security, solidity, sqlite, teamwork, unit testing, vite, web3, webpack, websocket"
884,Network Administrator,".net, apache, aws, azure, erp, go, less, linux, machine learning, mysql, natural language processing, php, r, react native, sql, ssl, websocket"
885,Django Developer,"clean code, communication, dl, erp, java, javascript, json, linux, networking, neural networks, node.js, python, r, teamwork, unix"
886,Django Developer,"amazon web services, django, go, power bi, powershell, python, r, web3, webpack, websocket"
887,Node js developer,"ai, android, api, apis, automation testing, git, hive, integration testing, ml, networking, neural networks, r, rest, restful, swiftui, teamwork, unit testing, xml"
888,Wordpress Developer,"amazon web services, dl, go, power bi, powershell, r, security, web3, webpack, websocket"
889,Machine Learning,"ai, c++, go, java, machine learning, ml, python, r, statistics"
890,iOS Developer,"amazon web services, api, communication, dl, erp, go, ios, ml, power bi, powershell, problem solving, r, sql, sqlite, swift, uml, web3, webpack, websocket"
891,JavaScript Developer,"ai, ajax, amazon web services, android, angular, angularjs, architecture, circleci, css, cybersecurity, data warehouse, design patterns, dl, git, go, html, illustrator, ionic, ios, java, javascript, less, mercurial, ml, objective-c, power bi, powershell, r, react, rust, security, svn, system design, web3, webpack, websocket"
892,Software Engineer,"agile, ai, amazon web services, ansible, architecture, automation testing, c++, communication, design patterns, dl, erp, git, go, google cloud, http, https, linux, matplotlib, power bi, powershell, r, redis, scala, scrum, statistics, system design, tcp/ip, teamwork, unix, web3, webpack, websocket"
893,Database Administrator,"ai, api, communication, dl, erp, linux, oracle, r, rest, security, solid, sql"
894,PHP Developer,"ai, amazon web services, angular, blockchain, chai, crm, devops, go, html, java, javascript, laravel, ml, mongodb, mysql, php, postgres, postgresql, power bi, powershell, r, react, reactjs, redis, sql, web3, webpack, websocket"
895,JavaScript Developer,"agile, ai, amazon web services, api, architecture, bitbucket, clean code, communication, css, cybersecurity, design patterns, dl, elasticsearch, git, github, github actions, gitlab, gitlab ci, html, integration testing, java, javascript, junit, leadership, ml, networking, neural networks, power bi, powershell, r, scikit-learn, security, solidity, sqlite, system design, teamwork, unit testing, vite, web3, webpack, websocket, xml"
897,Full Stack Developer,"ai, amazon web services, analytical, apache, apache spark, architecture, artificial intelligence, bitbucket, blockchain, c#, c++, cassandra, chai, chef, ci/cd, circleci, clean code, communication, computer vision, confluence, couchdb, crm, css, cybersecurity, cypress, dl, docker, elasticsearch, gcp, github actions, gitlab ci, go, google cloud, grpc, huggingface, ionic, javascript, leadership, less, lua, machine learning, mercurial, microservices, ml, mocha, natural language processing, objective-c, opencv, oracle, problem solving, python, pytorch, r, react, react native, react.js, reactjs, rest, salesforce, scala, scikit-learn, scipy, scrum, security, sketch, spacy, statistics, tcp/ip, typescript, webpack, websocket"
898,Full Stack Developer,"agile, ai, angular, angularjs, ansible, api, apis, architecture, automation testing, azure, bitbucket, circleci, clean code, communication, computer vision, confluence, couchdb, cybersecurity, data engineering, data visualization, data warehouse, deep learning, dl, ethereum, flutter, git, github, github actions, go, google cloud, html, http, huggingface, illustrator, java, javascript, jquery, junit, kubernetes, leadership, less, linux, lua, machine learning, mercurial, ml, natural language processing, neural networks, numpy, nuxt, oauth, objective-c, oracle, php, problem solving, puppet, r, react, reactjs, restful, ruby, ruby on rails, rust, salesforce, scikit-learn, scrum, security, selenium, sklearn, solid, swiftui, tableau, uml, unit testing, unix, vue, vue.js, vuejs"
899,DevOps Engineer,"agile, ai, aws, azure, bash, design patterns, dl, docker, erp, gcp, go, google cloud, kubernetes, linux, microservices, powershell, python, r, shell, sql, system design"
900,Flutter Developer,"ai, amazon web services, android, clean code, communication, firebase, flutter, ios, power bi, powershell, problem solving, r, rest, sql, web3, webpack, websocket"
901,Django Developer,"ai, aws, communication, django, go, jquery, python, r, react, scala"
902,JavaScript Developer,"ai, amazon web services, android, communication, ios, java, javascript, power bi, powershell, r, react, react native, reactjs, rest, typescript, web3, webpack, websocket"
903,Full Stack Developer,"agile, ai, angular, api, architecture, bitbucket, data analysis, dl, etl, go, java, javascript, lua, microservices, php, power bi, python, r, react, rest, rest api, ruby, scala, scrum, security, sql, tableau"
904,Full Stack Developer,"ai, api, aws, communication, dl, go, mysql, node.js, nosql, postgres, python, r, ruby, sql"
905,Backend Developer,"ai, amazon web services, architecture, c++, erp, linux, microservices, python, r, scala, solid"
906,DevOps Engineer,"agile, amazon web services, angular, architecture, artificial intelligence, automation testing, ci/cd, circleci, devops, docker, git, gitlab ci, go, google cloud, kubernetes, linux, mongodb, nodejs, r, scikit-learn, scipy, security, shell"
907,DevOps Engineer,"ai, ansible, artificial intelligence, aws, azure, chef, ci/cd, circleci, communication, devops, dl, docker, git, gitlab, gitlab ci, go, ios, jenkins, kubernetes, powershell, puppet, python, r, ruby, scikit-learn, scipy, shell, terraform"
908,Network Administrator,"dl, linux, machine learning, networking, neural networks, r, security, teamwork"
909,Django Developer,"aws, communication, django, go, java, jquery, python, r, react"
910,iOS Developer,"ai, go, ios, junit, oop, problem solving, r, swift, unit testing"
911,Django Developer,"ai, amazon web services, api, architecture, azure, bitbucket, clean code, communication, cybersecurity, data warehouse, django, erp, git, github, github actions, gitlab, gitlab ci, go, illustrator, junit, power bi, powershell, python, r, rest, rest api, rust, scikit-learn, security, solidity, sqlite, teamwork, unit testing, vite, web3, webpack, websocket"
912,Machine Learning,"ai, architecture, bitbucket, communication, cybersecurity, data analysis, data engineering, data pipeline, data visualization, data warehouse, dl, elasticsearch, git, github, github actions, gitlab, gitlab ci, go, junit, machine learning, python, r, scikit-learn, security, solidity, sql, sqlite, statistics, unit testing, vite"
914,Node js developer,"architecture, aws, bitbucket, computer vision, cybersecurity, express, git, github, github actions, gitlab, gitlab ci, go, http, integration testing, java, junit, mongodb, mysql, nginx, node.js, nodejs, r, rest, scikit-learn, security, solidity, sql, sqlite, unit testing, vite"
915,Network Administrator,"ai, amazon web services, automation testing, communication, go, integration testing, less, natural language processing, networking, power bi, powershell, pytest, r, security, unit testing, web3, webpack, websocket"
916,DevOps Engineer,"ai, amazon web services, analytical, architecture, artificial intelligence, aws, ci/cd, circleci, communication, data engineering, deep learning, devops, dl, erp, gcp, gitlab ci, go, kubernetes, linux, lua, networking, neural networks, power bi, powershell, r, rest, scala, scikit-learn, scipy, security, teamwork, terraform, web3, webpack, websocket"
917,Backend Developer,"ai, dl, git, go, laravel, mysql, php, r, sql"
918,Machine Learning,"ai, amazon web services, analytical, apache, apache spark, architecture, artificial intelligence, bitbucket, blockchain, c#, c++, cassandra, chai, chef, ci/cd, circleci, clean code, communication, computer vision, confluence, couchdb, crm, css, cybersecurity, cypress, data analysis, data engineering, data pipeline, data visualization, data warehouse, docker, elasticsearch, gcp, github actions, gitlab ci, google cloud, grpc, huggingface, ionic, javascript, linux, machine learning, mercurial, microservices, ml, mocha, natural language processing, objective-c, opencv, oracle, power bi, powershell, python, pytorch, r, react, react native, react.js, reactjs, rest, salesforce, scala, scikit-learn, scipy, scrum, security, sketch, spacy, statistics, tcp/ip, typescript, web3, webpack, websocket"
919,iOS Developer,"amazon web services, css, design patterns, html, ios, java, javascript, lua, ml, networking, neural networks, objective-c, power bi, powershell, r, react, react native, solid, system design, teamwork, web3, webpack, websocket"
920,Software Engineer,".net, agile, ai, amazon web services, analytical, angular, apache, apache spark, api, architecture, artificial intelligence, asp.net, bitbucket, blockchain, c#, c++, cassandra, chai, chef, ci/cd, circleci, clean code, communication, computer vision, confluence, couchdb, crm, css, cybersecurity, cypress, data analysis, dl, docker, elasticsearch, gcp, github actions, gitlab ci, go, google cloud, grpc, huggingface, ionic, java, javascript, jquery, json, less, machine learning, mercurial, microservices, mocha, natural language processing, objective-c, opencv, oracle, pyspark, pytorch, r, react, react native, react.js, reactjs, rest, restful, salesforce, scala, scikit-learn, scipy, scrum, security, sketch, spacy, spark, sql, sql server, statistics, tcp/ip, tsql, typescript, webpack, websocket"
921,Software Engineer,"ai, amazon web services, dl, r, web3, webpack, websocket"
922,DevOps Engineer,"ai, amazon web services, architecture, aws, azure, bitbucket, cybersecurity, data warehouse, devops, docker, git, github, github actions, gitlab, gitlab ci, go, google cloud, huggingface, illustrator, ios, jenkins, junit, kubernetes, linux, mongodb, mysql, natural language processing, nginx, power bi, powershell, r, react native, redis, rust, scikit-learn, security, solidity, sql, sqlite, unit testing, unix, vite, web3, webpack, websocket"
923,Django Developer,"ai, angular, angularjs, api, artificial intelligence, aws, clean code, css, django, expressjs, flask, git, go, html, java, javascript, jquery, json, machine learning, ml, mongodb, mysql, next.js, nextjs, node.js, nodejs, oop, oracle, postgres, postgresql, python, r, react, react.js, reactjs, rest, restful, sql, sql server, svn, vue, vue.js, vuejs"
924,Flutter Developer,"amazon web services, android, api, dart, design patterns, flutter, git, go, google cloud, ios, oop, power bi, powershell, r, swiftui, web3, webpack, websocket"
925,Wordpress Developer,".net, ai, asp.net, communication, css, data warehouse, go, html, illustrator, java, javascript, jquery, ml, next.js, node.js, nodejs, php, r, react.js, rust, vue.js"
926,Machine Learning,"ai, opencv, python, r, rest"
927,Full Stack Developer,"ai, api, architecture, css, data analysis, data visualization, go, html, java, javascript, jquery, linux, ml, mysql, php, r, sql"
928,iOS Developer,"android, kotlin, lua, r"
929,Django Developer,"ai, amazon web services, architecture, css, django, docker, flask, git, go, html, integration testing, java, javascript, microservices, ml, power bi, powershell, python, r, scala, security, web3, webpack, websocket"
930,JavaScript Developer,"ai, ajax, css, data warehouse, html, illustrator, java, javascript, jquery, ml, mysql, php, r, rust, sql"
932,Network Administrator,"ai, architecture, bitbucket, communication, cybersecurity, data pipeline, erp, git, github, github actions, gitlab, gitlab ci, golang, javascript, junit, leadership, less, natural language processing, r, react, react native, react.js, reactjs, rest, scikit-learn, scipy, security, solidity, sql server, sqlite, tcp/ip, typescript, unit testing, vite"
933,Node js developer,"ai, angular, angularjs, api, data analysis, data engineering, data pipeline, data visualization, data warehouse, express, go, java, javascript, mongodb, mysql, node.js, nodejs, nosql, objective-c, r, scikit-learn, security, sql"
934,Java Developer,"agile, ai, amazon web services, architecture, automation testing, communication, data analysis, design patterns, devops, illustrator, integration testing, java, javascript, junit, leadership, power bi, powershell, problem solving, r, rails, ruby on rails, spring, system design, tailwind, unit testing, web3, webpack, websocket"
935,PHP Developer,".net, ai, ajax, amazon web services, architecture, artificial intelligence, asp.net, automation testing, bitbucket, ci/cd, circleci, css, cybersecurity, design patterns, dl, git, github, github actions, gitlab, gitlab ci, go, html, integration testing, java, javascript, jquery, junit, laravel, ml, mysql, next.js, node.js, oop, php, pytest, r, react.js, rest, scala, scikit-learn, scipy, security, soap, solidity, sql, sqlite, system design, unit testing, vite, vue.js"
936,Flutter Developer,"ai, amazon web services, android, bootstrap, clean code, communication, css, flutter, go, google cloud, html, ios, java, javascript, jquery, ml, photoshop, power bi, powershell, r, web3, webpack, websocket"
937,Node js developer,".net, ai, asp.net, next.js, node.js, nodejs, r, react.js, vue.js"
939,JavaScript Developer,"css, go, html, java, javascript, jquery, ml, r"
940,Java Developer,".net, ai, amazon web services, android, api, c++, data warehouse, go, google cloud, illustrator, java, photoshop, power bi, powershell, r, rust, swiftui, web3, webpack, websocket"
941,Software Engineer,"agile, ai, amazon web services, analytical, architecture, aws, bitbucket, communication, cybersecurity, data analysis, data warehouse, gcp, git, github, github actions, gitlab, gitlab ci, go, google cloud, http, https, illustrator, junit, linux, natural language processing, opencv, perl, power bi, powershell, problem solving, python, r, rust, scikit-learn, security, shell, solidity, sql, sqlite, teamwork, unit testing, unix, vite, web3, webpack, websocket"
942,Django Developer,"ai, amazon web services, ansible, artificial intelligence, data warehouse, django, go, illustrator, linux, machine learning, natural language processing, power bi, powershell, python, r, rust, shell, web3, webpack, websocket"
944,Node js developer,"ai, angular, api, apis, automation testing, communication, java, javascript, junit, node.js, r, react, react.js, rest, restful, solid, tdd, unit testing, vue, vue.js, webpack"
945,Wordpress Developer,"ai, amazon web services, api, apis, architecture, bitbucket, css, cybersecurity, design patterns, git, github, github actions, gitlab, gitlab ci, go, html, java, javascript, jquery, json, junit, mercurial, ml, php, power bi, powershell, r, rest, restful, scikit-learn, security, solidity, sqlite, svn, system design, unit testing, vite, web3, webpack, websocket, xml"
946,Wordpress Developer,"amazon web services, architecture, communication, css, express, expressjs, go, html, java, javascript, jquery, ml, power bi, powershell, r, web3, webpack, websocket"
947,iOS Developer,"ai, amazon web services, api, apis, architecture, design patterns, express, expressjs, git, ios, lua, mercurial, ml, networking, neural networks, objective-c, power bi, powershell, r, rest, restful, solid, svn, swift, swiftui, system design, teamwork, web3, webpack, websocket"
948,Backend Developer,"angular, api, architecture, aws, bootstrap, css, data warehouse, dl, go, html, illustrator, java, javascript, jquery, less, ml, mysql, node.js, r, react, react native, reactjs, rust, sass, scala, sql"
949,Machine Learning,"amazon web services, api, architecture, bitbucket, clean code, communication, computer vision, confluence, couchdb, css, cybersecurity, data analysis, data engineering, data pipeline, data visualization, data warehouse, dl, etl, express, git, github, github actions, gitlab, gitlab ci, go, google cloud, http, https, illustrator, junit, keras, less, linux, machine learning, microservices, natural language processing, neural networks, objective-c, oop, power bi, powershell, python, r, rest, rust, scala, scikit-learn, security, solid, solidity, spark, sqlite, statistics, tensorflow, unit testing, vite, web3, webpack, websocket"
952,iOS Developer,"amazon web services, android, flutter, java, javascript, power bi, powershell, r, react, react native, rest, restful, web3, webpack, websocket"
953,iOS Developer,"ai, amazon web services, dl, git, ios, networking, neural networks, power bi, powershell, r, swift, teamwork, web3, webpack, websocket"
954,PHP Developer,"ai, amazon web services, api, architecture, bootstrap, css, express, expressjs, git, html, java, jquery, json, ml, mysql, php, power bi, powershell, r, rest, rest api, sql, web3, webpack, websocket"
