id,Job Title,Summary
779,Backend Developer,"Opening for Backend developer in Cryptocurrency
Should have a min of 3-6 yrs of experience in either Node / Go Lang / Mongo / AWS / Lambada etc
Location Bangalore (WTC)
Compulsory work from office
International travel on need basis
Mandatory coding test before HR interview
Job Type: Full-time
Salary: ₹700,000.00 - ₹1,200,000.00 per year
Schedule:
Day shift
Experience:
total work: 3 years (Required)
Development : 3 years (Required)
Education:
Bachelor's (Required)
Work Remotely:
No
Speak with the employer
+91 9611922877"
780,Database Administrator,title door database administrator - work location bothell wa 98021 work hour 8am - 5pm pst description primary responsibility include [ 1 ] day day maintenance door database used across several product range [ 2 ] automation various task door generation dxl script [ 3 ] generation door template use project team [ 4 ] generation door formal module link module use project team [ 5 ] support project team use door job requirement [ 1 ] 3 year experience delivering primary responsibility [ 2 ] 3 year experience product development environment
781,Backend Developer,"Ability to design and execute across multiple screens (responsive design), platforms and channels (Web, email, mobile, social media)
Experience/Knowledge of page optimization for reducing load time and SEO
Experience/Knowledge of RDBMS such as MySQL, MSSQL
Experience/Knowledge in designing pages for eCommerce shopping website
Experience/knowledge in WordPress, Bootstrap/Custom Variables, JQuery, and React will be added advantage
Experience/knowledge in source code versioning control using GIT, such as GITHUB will be an added advantage
Knowledge of SDLC & Agile software development will be an added advantage
Knowledge in FTP/SFTP file structure and usage
Other Skills:
Excellent written and verbal communication skills (English)
Able to work with offshore clients, in shift times (if required)
Able to work independently as well as within a team
Ability to work on multiple projects, manage stress effectively and deliver projects in a timely manner
Open to learning new technologies and trends
JOB RESPONSIBILITIES:
Ability to work with local and Canada based team for project execution & coordination
Will be mainly working on HTML, CSS, JavaScript, Photoshop, Shopify, & PHP etc. Working knowledge of MongoDB, AWS, Azure, etc."
782,iOS Developer,"Ensure the performance, quality, and responsiveness of applications. Experience with offline storage, threading, and performance tuning."
783,iOS Developer,"Therefore, a commitment to collaborative problem solving, sophisticated design, and the creation of quality products is essential. References are also welcome."
784,Django Developer,"Min. 4 years of hands-on JavaScript - AngularJS (a Master)
Min."
785,iOS Developer,"Responsibilities:

Create apps which solve unique and challenging problems
Create mobile applications which work perfectly on all iOS devices
Integrate apps with third-party APIs and Cloud APIs
Lead design decomposition into program specifications
Define architecture of the overall product
Work with the best technical teams in the World

Required Qualifications and Competencies:

Should be excellent in Objective-C/Swift
Should be an expert iOS app developer
Should have very good understanding of Cloud APIs
Should have good exposure to Agile and Scrum
Candidates who have learnt Swift will be given preference
Key Words: iOS, Swift"
786,Machine Learning,"This is who we are. Most importantly, we’re not just doing it for ourselves."
787,iOS Developer,"Expertise in Web Service integration (SOAP, REST, JSON, XML)
Experience in iOS Design Patterns like Callbacks, Blocks, Closures, Delegates, and NSNotifications. HTML5, CSS, and JavaScript experience, a plus."
789,Wordpress Developer,"Hello Connections,
We have #urgent #requirement for #WordPress_Developer
#Experience : 2 - 4 years.
#Location : #Surat( Gujarat)
#Package : No bar for right candidates
# Contact number : - 9277077088
#wordpressjob #ITjobs #wordpressdeveloper #plugins #woocommerce
Job Types: Full-time, Walk-In
Salary: ₹15,000.00 - ₹25,000.00 per month
Schedule:
Morning shift
Weekends
Supplemental Pay:
Yearly bonus
Work Remotely:
No"
790,PHP Developer,"1 year experience in PHP, good logical skills: *
Job Summary : *
Candidate must be eligible for the basic requirements mentioned:
Must have *Laravel/Codeigniter* Experience. Have good Experience in *PHP, WORDPRESS, MYSQL,JQUERY."
791,DevOps Engineer,"For more on how IAS is powering great impressions for top publishers and advertisers around the world, visit integralads.com. Equal Opportunity Employer:

IAS is an equal opportunity employer, committed to our diversity and inclusiveness."
792,iOS Developer,"Experience: 1-3 years
Position: 3
What we look out for
Xcode & Interface Builder
Building to Devices
Distributing an App (preferably for an app on the App Store & Adhoc)
Fluency with Swift OR Objective-C
Cocoa Touch Frameworks
Auto Layout
Understanding of MVC
Debugging in Xcode
Xib’s, Storyboards, Segues and related presentation/transition
Automatic Reference Counting and Memory Management
TableViews & CollectionViews
Parsing JSON & XML
Core Location & MapKit
In-App Purchase
Local & Push Notifications, Delegation
REST and/or SOAP Web Services
Understanding of Clean Coding Principles
Threading and Concurrency
Unit Testing
Have built for both iPhone and iPad, ideally in a universal app
Job Type: Full-time
Salary: Up to ₹30,000.00 per month
Schedule:
Day shift
Monday to Friday
Experience:
1: 1 year (Required)
iOS: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Programming Languages needed:
Objective-C (Preferred)
Swift (Preferred)"
793,Django Developer,"You will also be responsible for integrating the front-end elements built by your co-workers into the application; therefore, a basic understanding of front-end technologies is necessary as well. Responsibilities :
Writing reusable, testable, and efficient code
Design and implementation of low-latency, high-availability, and performance applications
Integration of user-facing elements developed by front-end developers with server side logic
Implementation of security and data protection
Integration of data storage solutions {{may include databases, key-value stores, blob stores, etc.}}"
794,Machine Learning,Experience with Python is required. Experience with Azure ML is a plus.
795,iOS Developer,"Objected oriented programming concepts and Design Patterns
Expertise in iOS 6, iOS 7, IDE Xcode 4 & above
Atleast one live application on App Store (experienced developer)
Knowledge on submitting app on AppStore successfully (experienced developer)

Note

Candidates applying for this position need to send us the link to their portfolio along with their CV. What we can offer

A fresh and inspiring atmosphere with a lot of passionate people
A solid salary and a responsible position in our company
A fantastic workspace you will love

We want to hear from you
Why don't go ahead and send us a video clip of yourself, giving us a creative brief of who you really are.Once you're done with that, [email protected] :)."
796,Machine Learning,"Proficiency in at least one major machine learning framework, such as Tensorflow, PyTorch etc. Experience with Neural Networks, NLTK, Spacy, BERT, LSTM, etc."
797,Network Administrator,"To design. If so, lets talk."
798,Full Stack Developer,_fora financial located nyc leading financial service company providing working capital small mid-size business nationwide._ _established 2008 support small business need financing sustain grow enterprise providing innovative customized flexible working capital solution operate consultative approach listening customer providing best meet need ever-changing financial market date forum financial ha funded 22000 individual transaction 15000 unique customer company ha funded $ 750 million working capital solution small business since inception._ position summary looking talented full stack .net software engineer solid experience good communication skill eye toward detail help u take outstanding web-based lending platform next level come join team value excellence teamwork integrity produce exceptional fintech solution using latest technology forum financial place develop career help develop next generation financial product base salary range $ 70k $ 110k depending experience includes competitive benefit package conveniently located mid- town manhattan near ny penn station port authority bus terminal several subway bus line _this full-time permanent position visa sponsorship/transfers c2c third-party candidates._ day life full stack .net developer work team member design implementation core platform technology integration financial service authentication rule engine data model work flow etc design implement test external facing apis facilitate external integration platform integrate sql server backend using proprietary orm least 3 year significant c asp.net development experience solid understanding mcv w/razor solid command html cs javascript depth knowledge relational database sql server orm work well team also take responsibility task work independently adept writing unit test testable code benefit working forum financial good work/life balance medical dental vision coverage 401k match life insurance cost employee generous time plan including rollover vacation day commuter benefit health care dependent care flexible spending
800,iOS Developer,You’ll be focused on shipping high-quality technology & features in order to advance our mission of revolutionizing the eyewear industry. We’re a high impact team with an ambitious mission and are looking for high caliber people to join us!
801,Software Engineer,"Please do not submit resumes or applications to this email, as they will not be reviewed. Only applications received through the online application process will be considered.)"
802,Flutter Developer,"Qualification: Any graduate or post graduate with minimum experience into same segment
Skills required are proficient in Flutter development (Cross platform)
Or visit are website- www.actofit.com
Interested Candidate Contact: 9819401006
For further visit our website
About The Company- Oxstren Wearable s Technologies Pvt Ltd (Actofit) is a one stop wearable tech start-up Company that makes its own brand of fitness trackers with software solutions in the space of fitness and sports creating a range of using its patent able technologies, it is a 2-year-old start-up that has launched its first product in November 2016 and in line to launch a few more this year, as it already has customers from 80+ countries. 37, Sector 11,CBD Belapur, Navi Mumbai, Maharashtra 400614
\*\*

Job Responsibilities: Experience of minimum 1-2 Years in Flutter Development."
803,Django Developer,"Under this, Tech I.S. Tech I.S."
804,Database Administrator,overview tempe office looking experienced system administrator provide technology leadership policy procedure standard implementation software technology mid high complexity system administrator responsible providing platform integrity engineering design standard scripting automation metric analytics reporting capacity planning tier 2 support escalation position require majority time spent project focusing database management get every day collaborate product development service delivery application support team ensure network architecture support new product development direction complete root cause failure analysis resolve system problem perform ongoing performance tuning upgrade resource optimization directed review client support operational issue assisting application support team understanding client implementation resolution problem advocate new tool process improve build source control efficiency experience troubleshooting issue database performance including tempspace issue kind person ? minimum 6 year experience linux administration experience tier 2+ engineering position experience amazon web service aws environment apache tomcat apis experience system operation diverse knowledge covering server network client server system firewall must strong sql oracle mysql skill including writing troubleshooting query experience user permission including role troubleshooting permission issue experience creating procedure job mysql oracle expert core network service including dhcp dns ip routing acl list automation experience puppet chef ansible cloudformation etc experience transactional object database directory service experience ldap active directory openldap ssl certificate experience ca management key pair key store etc scripting experience bash python php ruby experience red hat- centos-based linux distribution following nice skill puppet module development experience experience aws cloudformation template knowledge software-defined lifecycles product packaging deployment understanding complexity around security compliance public hybrid cloud environment pci-dss hipaa etc familiarity auto-scaling load balancer qos vulnerability patching messaging system sqs jms yum repo creation management advanced sql database server administration experience high availability replication scaling backup restores encryption etc advanced host network monitoring experience cloudwatch nagios check_mk icinga zabbix etc log aggregation experience splunk syslog elastic stack etc preferred expect u ?
805,Django Developer,"Write and implement software solutions that integrate different systems. Coordinating the workflow between the graphic designer, the HTML coder, and yourself
Creating self-contained, reusable, and testable modules and components
Continuously discover, evaluate, and implement new technologies to maximize
development efficiency."
806,Flutter Developer,"- Minimum 2years hands on flutter working experience

Job Types: Full-time, Part-time

Salary: ₹20,000.00 - ₹30,000.00 per month

Schedule:
* Monday to Friday

Experience:
* flutter: 2 years (Required)

Education:
* Bachelor's (Preferred)

Work Remotely:
* Yes"
808,Django Developer,"Require at least 1 year of hands-on experience with Django/Python and associated third-party libraries. Creating back-end modules in Python and Django framework
Should have the knowledge about MongoDB
Coordinating with the team and sharing ideas in project planning and development
Job Type: Full-time

Experience:
work: 1 year (Required)
Python: 1 year (Required)
Education:
Bachelor's (Required)
Work Remotely:
Temporarily due to COVID-19"
809,Django Developer,"Know the basics of server-side development
Hands-on experience in Django. Experience with RESTful APIs
Hands-on backend development experience
Familiar with OOP principles and hands-on experience in working with languages such as Django
Hands-on experience in working with Nginx
At Least 1 year of experience in working with AWS Cloud
·
Desired Skills:
· Familiar with the principles of Unix / Linux operating system and skilled in using shell tools
· Team player with good communication and problem-solving skills
· Experience in working with Git
· Familiar with the software development process, good coding style and programming habits
· A solid understanding of how web applications work including security, session management, and development best practices
Job Type: Full-time
Pay: ₹20,000.00 - ₹30,000.00 per month
Schedule:
Day shift
Experience:
Programming: 1 year (Preferred)
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
No"
810,Django Developer,Must. Should have hands on experience in Python Coding.
811,PHP Developer,7. 8.
812,iOS Developer,"Urgent Hiring for #IOs Developer #Developer #UI design

Company: Absotech

Exp: - Min.6months maximum of 3 years

Location: - Indore
Job Description: The candidate should know the following things.*
Experienced on latest swift version(5.0) & chat app
Payment integration (PayPal,Stripe)
Notification using Firebase
Design pattern (MVC, MVVM)
Auto-Layout for UI design
Third party integration
Facebook and gmail login
Salary: depends upon Current CTC +Interview

Job Types: Full-time, Volunteer

Salary: Up to ₹30,000.00 per month

Schedule:
Day shift
Experience:
developer: 1 year (Preferred)
Ios: 1 year (Preferred)
Education:
Bachelor's (Required)
Programming Languages needed:
Objective-C (Preferred)
Swift (Preferred)
.NET (Preferred)"
813,Java Developer,"Better together than apart. Unfortunately, Uline is unable to offer US work sponsorship at this time."
814,Machine Learning,We love data. We are a global team.
815,Software Engineer,"Software Application Engineer role will be responsible for providing technical support leadership of all the application suites within DTCC, including Global Trade Repository (GTR) application suite and all Omgeo applications. Who We Are:

With over 45 years of experience, DTCC is the premier post-trade market infrastructure for the global financial services industry."
816,Full Stack Developer,responsibility member technology team working design implementation system related health insurance industry working aspect product stack ui api data infrastructure ... truly full stack ! collaborating teammate technical design work estimation implementation new feature contribute continuous improvement team 's productivity culture code quality additionally collaborate directly product manager ux researcher designer define implement solution digital property create responsive website using react redux integrate 3rd party apis system work designer maintain ui kit work cloud-ops team deploy digital property aws multi-environment setup requirement strong javascript skill including front end back end nodejs primary backend language experience writing micro service using python java scala strong experience react redux webpack bootstrap jest/mocha understanding experience database system data modeling rdbms sql understanding experience aws service including ec2 ec s3 lambda experience test-driven development behavior-driven development required nice experience kind cm driven website development experience react native attribute creative thinker passionate innovating space ripe disruption team player adept problem solver 've fun award like great place work modern healthcare forbes etc anything 're group people really dedicated mission healthcare come join growing team !
817,Java Developer,"Has a good understanding of asynchronous requests, multithreading and related issues and ways to resolve them. Has a good understanding of web and web programming principles, cookies, sessions etc."
818,Backend Developer,"Note: Every front-end developer is expected to have a proficient knowledge of JavaScript, while most front-end developers should know jQuery. · Proficient understanding of cross-browser compatibility issues and ways to work around them."
819,Software Engineer,"You stay calm, poised and maintain your great sense of humour even in the face of big challenges. At AirAsia, you will be treated fairly and given all chances to be the best."
820,Node js developer,Node JS developer. Experience 1 to 2 years.
821,PHP Developer,"Job Description: *
Strong knowledge of PHP web frameworks (Laravel, CodeIgnitor)
Must have 2+ years of experience - Understanding the fully synchronous behavior of PHP
Understanding of MVC design patterns
Thorough understanding of front-end technologies, such as JavaScript, HTML5, and CSS3
Knowledge of object oriented PHP programming
Understanding accessibility and security compliance
Strong knowledge of the common PHP or web server exploits and their solutions
User authentication and authorization between multiple systems, servers, and environments
Integration of multiple data sources and databases into one system
Familiarity with limitations of PHP as a platform and its workarounds
Understanding of SQL/NoSQL databases and their declarative query languages
Proficient understanding of code versioning tools, such as Git, svn. Job Type: Full-time

Salary: ₹13,031.00 - ₹48,650.00 per month

Experience:
software development: 3 years (Preferred)
PHP: 3 years (Preferred)
Education:
Bachelor's (Preferred)
Location:
Bengaluru, Karnataka (Preferred)
Work Remotely:
Temporarily due to COVID-19"
822,PHP Developer,"Job Description

Expert level experience in coding in PHP for both backend and frontend development
Heavily experienced in coding in JavaScript and SQL
Understanding of JavaScript frameworks like JQuery, BootStrap, and DataTables
Ability to work in an evolving agile development environment
Able to learn new coding platforms
A drive for code completion and delivering on time
Cloud-native (SaaS) development (AWS Experience)
Skills
Strong verbal and written communication skills
Able to manage time effectively
Constantly striving to better yourself and others around you
Able to problem solve quickly and accurately
Strong software design and development knowledge
Able to properly design and produce structured APIs
Ability to create, optimize, and evolve applications
Produce code that is scalable
Background Qualifications
BS/MS Degree in Computer Science or equivalent
5+ years of experience developing the PHP/Javascript/SQL
00-50.00 Years"
823,Node js developer,"We are an education portal, matching students with the best colleges in India abroad. We help in college research, exam prep tips, application process & also provide insights on campus life."
824,Software Engineer,"· Test automation experience with good Knowledge of Selenium, Cucumber. · Experience with JMeter is a plus."
825,Software Engineer,"• Design, develop, troubleshoot and debug software programs for enhancements and new products. That’s cool."
826,Software Engineer,"
*Roles and Responsibilities *

* Design and develop software for Versa NMS Orchestration solution. * Work with a team of other NMS Engineers to design and develop highly scalable feature rich NMS platform."
827,PHP Developer,"Duties and Responsibility

We’re looking for a PHP (Laravel) Developer to join our young Development Team! Selected Candidate’s responsibilities include:-
Back-end development
Server-side logic
Maintenance of database
Ensure high performance and responsiveness of front end development
Database design and query optimization
Requirements:-

Knowledge of Laravel
Understanding the fully synchronous behavior of PHP
Understanding of MVC design patterns
Basic understanding of front-end technologies, such as JavaScript, HTML5, and CSS3
Knowledge of MySQL
Knowledge of object-oriented PHP programming
Understanding of Micro Services and Restful APIs
Creating database schemas that represent and support business processes
Familiarity with SQL (MySQL) databases and their declarative query languages
Proficient understanding of code versioning tools, such as Git."
828,Network Administrator,The production of technical documentation. The production and presentation of training / user guide documentation.
829,Database Administrator,database administrator design stable reliable effective database optimize maintain legacy system modify database according request perform test solve database usage issue malfunction liaise developer improve application establish best practice procure necessary memory sustain needed capacity data
830,Network Administrator,"We are hiring Network Administrator & Linux Administrator for L2 Support I Airoli, Navi Mumbai. JD for Linux L2 Support:
Installation, Configuration and Troubleshooting of Linux Systems."
831,Machine Learning,"Roles and responsibilities for Openings for Machine Learning
: Role : Application Developer Role Description : Design, build and configure applications to meet business process and application requirements. Must have Skills : Machine Learning, Python Scripting, Machine Learning Models Good to Have Skills : Spark Programming, TesnsorFlow,Keras,NaturalLangu Job Requirements : 1 Responsibilities a Ability to translate Business problem into statistical,analytical framework b Work on end 2 end ML workflow data curation,feature extraction,pipeline building and model devlopment implemntation on supervised,semi supervised n unsupervised technique c Ability to handle responsibilities independently d Research new algorithms, implement same as proof of conceptse Communicate and collaborate within larger organization 2 Professional Exp a Exp 6to8 yrs relevant 3 to 4 yrs b Shud hv handson knowledge in Python developing n implementing ML models eg Random Forest, SVM,Decision Tree,LSTM, ARIMA,optimization techniques,Feature ranking, selection techniques, supervised unsupervised learning,Collaborative filter,Bagging boost c Strong programming skills in Python, custom function development d Strong quantitative background in Stats,Maths,Eco,Com Sci e Ability to work in dynamic,fast paced environment f Analyzing huge dataset in real time or batch using mongoDB,mySQL,RDBMS

Job Details
Job Role
: All Roles
Industry Sector
: IT-Software/Software Services
Functional Area
: All Functions
Desired Profile
Profile Description
:N/A
Experience
: 3 - 10 (Years)
."
832,Flutter Developer,"Our development center is located in Chennai, India. Minimum 3 years of experience in mobile application development."
833,Wordpress Developer,"Good working experience about WIX, WooCommerce
Must have experience in creating a multilingual site on WordPress. Strong knowledge of MySQL database
Proficient understanding of code versioning tools (such as Git, SVN)."
834,Flutter Developer,"IT
Benefits: 1) 1st to 4th Saturday half-day(except 5th)
2) Learning session. 7) Friendly environment
Note: - We preferred Surat-based candidate or those candidates who want to Relocate(PG) in Surat."
835,Network Administrator,"The ideal candidate will be able to deploy, configure, maintain and monitor all active network equipment in order to ensure smooth network operation.
Installing and configuring computer networks and systems
Identifying and solving any problems that arise with computer networks and systems
Installing and integrating new server hardware and applications
All IT related Skills"
836,JavaScript Developer,"Overview:

Vistex, Inc. is an SAP software solutions extensions partner serving businesses of all sizes worldwide across a spectrum of industries by managing their master data, contracts, pricing, rebates and incentive programs. Our deep industry expertise coupled with in-house implementation, delivery and training services makes Vistex a full solutions resource and consultancy."
837,Database Administrator,yes drug test required ? health screen required ?
838,Node js developer,"Years of experience : 8-12 years
Position : React.js and Node.js – Technical Lead
Location : Bengaluru or Hyderabad
Should demonstrate strong communication skills
Should demonstrate good problem solving skills
Should have experience with customer interaction and coordination
Knowledge of modern authorization mechanisms, such as Json web token
Developing and maintaining all server-side network components
Knowledge of front-end technologies such as Html5 and CSS3
Primary Skills (Must have)
Strong proficiency in JavaScript, including DOM manipulation and the JavaScript object model
Thorough understanding of React.js, Node.js and its core principles
Experience with popular React.js workflows (such as Flux or Redux)
Familiarity with newer specifications of Ecmascript
Familiarity with Restful API"
839,Django Developer,"Your primary focus will be the development of all server-side logic, ensuring high performance and responsiveness to requests from the front-end. Responsibilities*
Writing reusable, testable, and efficient code
Develop back-end components to improve responsiveness and overall performance
Integration of user-facing elements developed by front-end developers with server side logic
Design and implementation of low-latency, high-availability, and performance efficient applications
Test and debug programs
Improve functionality of existing systems
Implement security and data protection solutions
Assess and prioritize feature requests
Coordinate with internal teams to understand user requirements and provide technical solutions
Integration of data storage solutions
Write technical documentation
Work with data scientists and analysts to improve software
Requirements*
Min 1+ years of work experience as a Python Developer
Expertise in Django framework
Knowledge of object-relational mapping (ORM)
Familiarity with front-end technologies (like JavaScript and HTML5)
Working knowledge of MongoDB and MySQL
Experience of building RESTful APIs
Familiarity with event-driven programming in Python
Knowledge of user authentication and authorization between multiple systems, servers, and environments
Able to create database schemas that represent and support business processes
Strong unit test and debugging skills
Proficient understanding of github, JIRA
Worked with Django application deployment on AWS, Heroku platforms."
840,Backend Developer,It all relies on power. Because this is what matters.
841,Node js developer,· Have the ability to work with teams and get things done. · NPM modules FS.
842,Machine Learning,"• Academic experience in manipulating/transforming data, model selection, model training, cross-validation and deployment at scale. • Academic or Project Experience with Machine and Deep Learning toolkits such as MXNet, TensorFlow, Caffe and PyTorch."
843,Software Engineer,"At PayPal, we work together on small, collaborative teams. Day to Day Responsibilities
Supports native iOS app development by converting ideas, designs, and requirements into concrete, stable production builds
Contributes to solutions for specific use cases that provide frameworks, interfaces, and services that can be extended and reused for future requirements
Works with product, project, and engineering teams to deliver products on schedule that solve our customers problems
Collaborates with Engineering and QA to resolve bugs
Required Technical Skills
4+ years of mobile development experience
Knowledge of multi-threaded, asynchronous code
Experience with animation, and implementing user interface designs
Knowledge of design patterns such as MVC and MVVM
Skilled at writing Unit and Automation tests
B.S."
844,Django Developer,git). git).
846,iOS Developer,"Experience with design Guidelines, UI and UX design. Prior experience in submitting and maintaining iOS Apps on Apple Store & TestFlight would be a plus
Hands-on experience working with 3rd party SDKs, Libraries and APIs
Experience with offline storage, threading, and performance tuning."
847,Network Administrator,2. 2.
848,Network Administrator,"About the role:

Joining a team of Network specialists, you will be integrated quickly and efficiently into a supportive and friendly coalition. This is a chance for a dedicated Network professional to not only fulfil their potential, but to go above and beyond."
849,JavaScript Developer,"Imagine New Horizons
We are seeking a resource having experience in Web Development to work with our 3DVIA team . You will be working with our Development team and will be responsible for development of Internal Web Applications as per the business requirements."
850,Node js developer,"Node js developer

Urgent need of node js developer for one of reputed client

Exp: 8 to 16yrs

Location: Hyderabad

Skills: java,spring,hibernate,node js

Atleast 3 to 4 yrs in node js

\* References are appreciated.

Job Type: Full-time"
851,Machine Learning,"At Aera, we deliver the cognitive technology that enables the Self-Driving Enterprise™: a Cognitive Operating System™ that connects you with your business and autonomously orchestrates your operations. Aera's Cognitive OS leverages the best of artificial intelligence, machine learning, natural language processing, big data, and enterprise domain expertise to deliver Cognitive Automation at scale for some of the world's largest companies."
852,Software Engineer,"Enforce good agile practices like test driven development, Continuous Integration. Requirements: These are the most important skills, qualities, etc."
853,PHP Developer,"Job Description PHP Develop*
Writing clean, fast PHP to a high standard, in a timely and scalable way

Producing detailed specifications

Troubleshooting, testing and maintaining the core product software and database

Job brief

We are looking for a PHP Developer who is dedicated to the craft, writes code that they are proud of and can hit the ground running. A PHP Developer writes beautiful, fast PHP to a high standard, in a timely and scalable way that improves the code-base of our products in meaningful ways."
854,Software Engineer,"At Nagarro, you can look forward to a work culture that is dynamic and non-hierarchical. The versatile environment here, helps foster fresh perspectives and enables you to deliver high quality code."
855,Wordpress Developer,"Also, an understanding of the entire web development process, including design, development, and deployment is preferred. Skills and Qualifications ❖ Good understanding of front-end technologies, including HTML5, CSS3, JavaScript, jQuery ❖ Experience building user interfaces for websites and/or web applications ❖ Experience designing and developing responsive design websites ❖ Comfortable working with debugging tools like Firebug, Chrome inspector, etc."
856,iOS Developer,"Good understanding of android ios web design guidelines, SDK and excellent javascript skills. Minimum 2 years experience in react native development."
857,Machine Learning,"Expires on
:
November, 30 2020
Job Code
:
VL/UT/0311/D/219
Hyderabad
Experience
:
5+ Years
Location
:
Hyderabad
We are looking for Data scientist with Lifescience domain experience
Responsibilities
Direct client interaction and need to work independently
Requirements
Really a deep Statistics knowledge along with experience in Data Science and the need to drive the topics independently with at least 5+ years of experience
Ability to do Statistical analysis, Statistical Process Control (SPC), build AI/ML models with relevant KPIs, monitoring, machine learning and visualization are the key expectations."
858,Java Developer,"Should be able to think out of the box and contribute towards project success
Required Skills:
For Frontend, Min 6 months of Experience in React or Angular is a must. Qualifications:
Minimum 6 months experience either of internship, course,job etc with 1-2 live projects."
859,Flutter Developer,"Job Summary:

As a Flutter Developer, you will create multi-platform apps for iOS and Android using Google’s Flutter development framework. You must have a minimum of 2 years of previous experience in Flutter development."
860,Flutter Developer,We are looking for self-motivated Flutter Developer with excellent communication and customer service skills to join a fast-growing startup DcodeAI. Our ideal candidate is a great Flutter Developer who is proficient with Flutter and its ecosystem.
861,Software Engineer,"As a member of our Software Engineering Group, we look first and foremost for people who are passionate around solving business problems through innovation and engineering practices. You'll work in a collaborative, trusting, thought-provoking environment-one that encourages diversity of thought and creative solutions that are in the best interests of our customers globally."
862,Node js developer,"Key Responsibilities:
Implement Web applications using nodejs and javascript eco system
Translate client requirements to application design, and document
Translate client requirements to application design, and document
Web application low level design, db design, and UX design
Web back end development and SaaS application development
Essential Skillset/s:

Node.js, Express.js, MEANJS, Restful services, JSON,No SQL, Mongo DB, MySQL

Desirable Skill set/s:

Javascript, Angular JS, React JS, Java, AWS

Qualification:

Computer Science Graduates. B.Tech preferred

Work Experience:

Minimum – 2 , Max – 8"
863,DevOps Engineer,"Job Description
As a DevOps Engineer, you will be responsible for:
To execute the development and management of infrastructure architecture blueprints
Install, configure and manage server monitoring tools
Manage overall capacity utilization of server/hardware environment ensuring it is optimized
Manage the IT infrastructure, Communication (LAN, WAN, email, etc. ), database, backup recovery, regulatory compliance
Optimizing the server build and code deploy process
Working with software engineers to deploy code regularly
The Successful Applicant
A successful candidate has:
Possess at least 3 years experience in DevOps/SysAdmin/System Engineer
Experience with Bash, Python, Cloud Platform, MongoDB, Cassandra, ElasticSearch, CI/CD (Jenkins), and Ansible
Able to collaborate effectively and create open communication cross-functionally
Excellent communication skills with a good command of English & able to communicate effectively with stakeholders from multiple levels
What's on Offer
Work for a well-funded startup
International working environment
Exposure to cutting-edge technology"
864,Machine Learning,"Knowledge of and experience in computer vision. Experience in using any other platform, frameworks, tools."
866,Flutter Developer,"We are looking for a flutter developer responsible for developing and maintaining applications for Android, iOS, Windows, Mac, Linux, Google Fuchsia and the web. Your primary focus will be the development of Android applications and their backend integration."
867,iOS Developer,"Knowledge of two or more iOS framework. Should have knowledge of C, C++."
868,PHP Developer,Write technical and developer documentation for new and existing applications. Coordinate technical support for customers and personnel for all custom applications.
869,Wordpress Developer,"Job Description
2+ years of professional wordpress website development experience
Proficiency in HTML, CSS, Bootstrap, jQuery and JavaScript for best designs
Hands on experience in WordPress (CMS) and any WooCommerce framework
Experienced developing Mobile responsive websites.
Proficiency in Photoshop, Illustrator or other visual tools
implement and maintain high-quality SEO policies and having real time experience in optimizing the website on page loading speed
Up-to-date with the latest Web trends, techniques and technologies
Professional portfolio with at least 10 Wordpress Website and 5 Woocommerce websites for internal review
Job Type: Full-time

Salary: Up to ₹300,000.00 per year

Experience:
Wordpress: 2 years (Preferred)
Woocommerce: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Location:
Bengaluru, Karnataka (Preferred)
Work Remotely:
Temporarily due to COVID-19"
870,Backend Developer,"Responsibilities :
Development, delivery, and maintenance of platform functionality and features. Development, delivery and maintenance of APIs exposing platform functionality."
871,Network Administrator,"Experience in providing L3 support for Okta IdaaS solution in large complex enterprise environments
Demonstrable experience and industry best practice implementation of identity and access management solutions and related offerings (viz. Qualifications / Experience
The Senior OKTA Administrator would need to have at min 3 years of experience with deployment and support of Okta IdaaS solution offerings in Project and support role(s) and minimum 5+ years with L3 support experience
Demonstrable experience working on large complex IdaaS project implementation and support , Designing and implementing Identity and Access Management solutions to support critical systems and business programs
Prior experience with other IAM solutions in the market place both on premise and Cloud based IdaaS solutions – e.g."
872,Software Engineer,"About the GSN Games Casino Studio:
Slots, bingo, cards, and more! Job Responsibilities:
Work with team members to design, build and maintain new/existing features and products
Define engineering best practices
Provide production support, system diagnosis, and troubleshooting
Support and be a critical part of our DevOps culture

Requirements:
2-4 years of software development experience
Experience and skilled with Java/J2EE, including Spring and Hibernate
Experience working on applications using SOA, REST design principles
Experience working with scalable architectures and environment
Experience with performance testing and tuning applications
Experience working on multi-threaded applications
Strong fundamentals in Data Structures and Algorithms
A flexible self-starter who thrives on the challenges of working with new and varied technologies
Strong understanding of design/programming best-practices and various design patterns
Experience working in scrum/agile teams
Strong communication skills
Bachelor's Degrees in Computer Science or work experience equivalent

Bonus Points!"
873,Backend Developer,"We need exceptionally talented, bright, and driven people. Your individual voice will be amplified;

after all, we are media kind of people."
